set,id,verdict,note,topic,sheet,row,col
webp,ffct-34372,text,8 seconds baked in,how many seconds for sunlight to reach Earth,,0,0
webp,ffct-34373,text,8 minutes old text,how old is the sunlight we see,,0,1
webp,ffct-34381,text,687 days baked in,how long is a year on Mars,,1,1
webp,ffct-34384,text,day and year labels,is a day on Venus longer than its year,,2,0
webp,ffct-34387,text,29 candles baked in,how long is a year on Jupiter,,2,3
webp,ffct-34388,text,88 candles baked in,how long is a year on Mercury,,3,0
webp,ffct-34389,text,date baked in,how long is a year on Neptune,,3,1
webp,ffct-34392,text,59 minutes baked in,how long is a day on Mercury,,3,2
webp,ffct-34394,text,29 years baked in,how long is a year on Saturn,,3,3
webp,ffct-34395,text,84 years baked in,how long is a year on Uranus,,0,0
webp,ffct-34399,text,243 days baked in,which planet has the longest day,,1,0
webp,ffct-34402,text,Vostok 1 label,what year did the first human go to space,,1,1
webp,ffct-34413,text,12 footprints baked in,how many people have walked on the Moon,,3,2
webp,ffct-34432,text,8 minutes baked in,how long sunlight takes to reach Earth,,2,0
webp,ffct-34446,off-topic,cave family not current epoch,what epoch do we live in now,,1,1
webp,ffct-34475,text,quake date baked in,when the 1990 Luzon earthquake happened,,0,3
webp,ffct-34477,text,eruption date baked in,when Mount Pinatubo erupted,,1,1
webp,ffct-34478,text,VEI number baked in,how big was the 1991 Mount Pinatubo eruption,,1,2
webp,ffct-34484,text,warning sign text,how warnings saved lives in the Pinatubo eruption,,2,3
webp,ffct-34490,text,seconds formula baked in,how many seconds in a day,,0,1
webp,ffct-34491,text,seconds count baked in,how many seconds in a minute,,0,2
webp,ffct-34494,text,minutes count baked in,how many minutes in a day,,1,1
webp,ffct-34495,text,days count baked in,how many days in a year,,1,2
webp,ffct-34496,text,leap year days baked in,how many days in a leap year,,1,3
webp,ffct-34498,text,leap day date baked in,what is the extra leap year day,,2,1
webp,ffct-34499,text,week days baked in,how many days in a week,,2,2
webp,ffct-34500,text,months count baked in,how many months in a year,,2,3
webp,ffct-34502,text,hours count baked in,how many hours in a week,,3,1
webp,ffct-34504,text,ROYGBIV letters baked in,what are the 7 colors of a rainbow,,3,3
webp,ffct-34505,text,seconds count baked in,how many seconds in an hour,,0,0
webp,ffct-34506,text,February date baked in,how many days in february,,0,1
webp,ffct-34519,text,book title baked in,what is Galileo Galilei often called,,3,1
webp,ffct-34569,text,seconds equation baked in,how many seconds are in a day,,3,3
webp,ffct-34571,text,minutes count baked in,how many minutes are in a day,,0,1
webp,ffct-34572,text,Neptune orbit years baked in,how long Neptune takes to orbit the Sun,,0,2
webp,ffct-34573,text,Uranus orbit years baked in,how long Uranus takes to orbit the Sun,,0,3
webp,ffct-34574,text,leap year days baked in,how many days are in a leap year,,1,0
webp,ffct-34583,text,moonlight time baked in,how long moonlight takes to reach Earth,,2,2
webp,ffct-34585,text,light years baked in,how long light from Proxima Centauri takes to reach us,,2,3
webp,ffct-34590,text,Earth age text baked in,how old is Earth,,0,0
webp,ffct-34599,text,February date baked in,how many days are in a leap year,,1,0
webp,ffct-34660,text,ticket text baked in,first space tourist,,1,2
webp,ffct-34689,text,PAGASA label baked in,what agency tracks Philippine weather,,2,1
webp,ffct-34701,text,epicenter label baked in,what is the point above an earthquake called,,0,3
webp,ffct-34711,text,PhilSA text baked in,Philippine space agency and when it was created,,2,1
webp,ffct-34726,off-topic,"eye, no eclipse shown",partial eclipse is most dangerous,,3,3
webp,ffct-34732,text,UV/infrared labels baked in,invisible UV and infrared light from the sun harm the retina,,0,2
webp,ffct-34735,text,TSUNAMI sign text,natural-hazards,,0,3
webp,ffct-34737,text,PILIPINAS sign text,natural hazards,,1,1
webp,ffct-34741,text,limestone label baked in,Limestone Caves,,1,2
webp,ffct-34748,text,stainless steel label text,nickel_deposits,,2,0
webp,ffct-34756,text,soil label text,Soil,,3,1
webp,ffct-34765,text,troposphere label baked in,Atmosphere Thickness,,0,2
webp,ffct-34771,text,star name labels baked in,stars,,1,1
webp,ffct-34772,text,hookworm label text,Soil Health,,1,2
webp,ffct-34803,off-topic,"plant under stars, not stars",stars,,0,3
webp,ffct-34814,text,sunscreen label text,Mineral Sunscreen,,2,2
webp,ffct-34817,text,news text baked in,Weather - Typhoons,,3,0
webp,ffct-34818,text,temperature labels baked in,Earth's Interior,,3,1
webp,ffct-34834,text,tectonic plate labels baked in,earthquakes,,1,3
webp,ffct-34838,text,sunscreen label text,Minerals and Skin Safety,,2,1
webp,ffct-34846,text,city sign text baked in,mountain fog,,3,1
webp,ffct-34847,text,percentage labels baked in,Earth's Water,,3,2
webp,ffct-34850,text,rain shadow labels baked in,Rain Shadow,,0,0
webp,ffct-34853,text,water rationing sign text,Climate Patterns,,0,3
webp,ffct-34859,text,fault system text baked in,Earthquakes,,2,0
webp,ffct-34861,text,hotter/cooler labels,Star colors,,2,2
webp,ffct-34866,text,clothing labels baked in,Cold Weather Safety,,3,0
webp,ffct-34870,text,star names baked in,stars,,0,0
webp,ffct-34878,text,danger sign text,landslide safety,,1,2
webp,ffct-34879,text,equator label baked in,climate,,1,3
webp,ffct-34884,text,air pressure label baked in,air pressure,,2,3
webp,ffct-34900,text,wind labels baked in,Wind Generation,,3,3
webp,ffct-34903,text,speed text baked in,Typhoon Winds,,0,1
webp,ffct-34905,text,Venus facts baked in,Solar System,,0,2
webp,ffct-34907,off-topic,Jupiter instead of Venus,Venus Orbit,,1,0
webp,ffct-34923,off-topic,"penguin, not climate",Climate,,3,3
webp,ffct-34931,off-topic,boiling pot not floodwater,Floodwater Health,,1,0
webp,ffct-34935,off-topic,volcano not rocks/minerals,rocks and minerals,,1,3
webp,ffct-34945,off-topic,"Earth interior, not earthquake",earthquakes,,2,2
webp,ffct-34951,text,gem labels baked in,minerals-definition,,3,2
webp,ffct-34952,off-topic,"sun over ocean, not solar system",Solar System,,3,3
webp,ffct-34954,text,timeline text baked in,Meteorites,,0,0
webp,ffct-34959,off-topic,"Philippines map, not solar system",Solar System,,0,3
webp,ffct-34992,text,shorter day text baked in,Natural Hazards,,0,3
webp,ffct-35011,text,star distance labels baked in,Star Distances,,2,1
webp,ffct-35038,text,names baked in,Typhoon Naming,,1,1
webp,ffct-35044,text,city label baked in,Water Condensation,,2,0
webp,ffct-35048,text,shelter sign text,Lightning Safety,,2,3
webp,ffct-35050,text,labels and percentages,Freshwater Storage,,3,0
webp,ffct-35051,text,tectonic plate labels,natural-hazards-earthquakes,,3,1
webp,ffct-35055,text,banner text,Rocks,,0,0
webp,ffct-35056,text,spacecraft text and flag,Sea of Tranquility,,0,1
webp,ffct-35064,text,layer labels,lithosphere and asthenosphere,,1,2
webp,ffct-35077,text,myth text bubble,Lightning,,3,0
webp,ffct-35091,text,wind labels,weather,,0,3
webp,ffct-35093,text,precipitation text,Climate,,1,1
webp,ffct-35099,text,road sign text,Floodwater Health,,2,2
webp,ffct-35121,text,gold label,Mineral Density,,1,1
webp,ffct-35135,text,humus label,topsoil composition,,3,2
webp,ffct-35151,text,diagram labels,evidence for seafloor spreading,,1,1
webp,ffct-35171,text,season labels,Climate Types,,0,0
webp,ffct-35172,text,copper mine sign,Lepanto Mine,,0,1
webp,ffct-35173,text,ocean names,Earth's Water,,0,2
webp,ffct-35179,off-topic,otter not soil,soil,,1,1
webp,ffct-35184,text,lake name,Laguna de Bay,,2,0
webp,ffct-35195,text,typhoon name label,Typhoons,,3,2
webp,ffct-35213,text,tectonic plate labels,Earthquakes,,2,1
webp,ffct-35216,off-topic,weights not stars,Stars,,3,0
webp,ffct-35225,text,dam name,Climate,,0,1
webp,ffct-35229,off-topic,platypus not soil,Soil,,1,0
webp,ffct-35236,text,force labels,forces that move plates,,1,3
webp,ffct-35239,text,plate and plume labels,hotspot volcanoes,,2,1
webp,ffct-35249,text,fault names,Valley Fault System,,3,0
webp,ffct-35252,text,sea and bay labels,Agusan River,,3,1
webp,ffct-35260,text,motion labels,Planetary Orbit,,0,1
webp,ffct-35266,text,time and speed text,Starlight Travel,,0,3
webp,ffct-35282,text,eclipse glasses label,Stars,,3,0
webp,ffct-35286,text,constellation name,Stars,,3,2
webp,ffct-35295,text,seismograph label,Earthquake Record,,0,2
webp,ffct-35305,off-topic,tropical scene,Solar System,,2,0
webp,ffct-35312,text,fluorite label,Mineral Health,,2,1
webp,ffct-35313,text,flag text labels,Typhoon Signals,,2,2
webp,ffct-35325,text,continent labels,plate tectonics over geologic time,,0,0
webp,ffct-35326,text,billion years text,age of the Earth,,0,1
webp,ffct-35327,text,time scale labels,geologic time scale,,0,2
webp,ffct-35328,text,youngest oldest labels,relative dating and superposition,,0,3
webp,ffct-35330,text,half-life label,absolute dating by radioactive decay,,1,0
webp,ffct-35351,text,seismograph label,Earthquake Energy,,1,0
webp,ffct-35353,text,city names,Earthquakes,,1,2
webp,ffct-35408,text,star number 48 baked in,North Star,,1,2
webp,ffct-35412,text,"50,000 years caption",carbon-14 dating of once-living things,,2,1
webp,ffct-35422,off-topic,religious shrine not rocks,Rocks,,0,0
webp,ffct-35433,off-topic,planet not star,Stars,,2,0
webp,ffct-35489,text,4.03 billion caption,Rock Age,,3,2
webp,ffct-35504,text,title banner baked in,uniformitarianism (the present is the key to the past),,2,1
webp,ffct-35532,off-topic,turtle not moon,The Moon,,2,2
webp,ffct-35536,scary,mummy tomb frightening,Rocks & Culture,,3,1
webp,ffct-35542,off-topic,hydrothermal vents,Typhoon formation,,3,3
webp,ffct-35579,off-topic,turtle not soil,Soil,,0,0
webp,ffct-35599,off-topic,map not solar system,Solar System,,3,0
webp,ffct-35601,off-topic,crop drying not solar system,Solar System and Practice,,3,2
webp,ffct-35611,off-topic,grain sifting not rocks,Rocks and Minerals,,0,0
webp,ffct-35613,text,baked-in nameplate,Meteorological Tools,,0,1
webp,ffct-35639,text,Tacloban place name,Climate Types,,0,3
webp,ffct-35671,off-topic,coral not moon,the-moon,,0,1
webp,ffct-35685,off-topic,solar panels not solar system,Solar System,,3,0
webp,ffct-35689,text,name text on shirt,Weather,,0,0
webp,ffct-35698,text,plate labels baked in,Mountains,,1,2
webp,ffct-35703,text,age text baked in,Earth Age,,1,3
webp,ffct-35704,text,place and monsoon labels,Climate,,2,0
webp,ffct-35716,text,rotation label baked in,Siargao Sunrise,,2,3
webp,ffct-35729,text,H/He symbols and title,Sun Composition,,1,0
webp,ffct-35735,text,eye labels and glasses text,Sunlight and Retina,,1,3
webp,ffct-35751,text,soil pH kit labels,Soil Nutrition,,0,0
webp,ffct-35753,text,soap label,Pumice,,0,1
webp,ffct-35758,text,calendar number,why we have leap years,,0,3
webp,ffct-35763,text,layer labels,lithosphere vs asthenosphere by behavior not composition,,1,2
webp,ffct-35765,text,wave labels,P-waves and S-waves,,1,3
webp,ffct-35766,text,wave and core labels,S-waves cannot pass the liquid outer core,,2,0
webp,ffct-35768,text,layer labels,waves refract and reflect at layer boundaries,,2,1
webp,ffct-35769,text,crust/mantle/Moho labels,Mohorovicic discontinuity (the Moho),,2,2
webp,ffct-35776,text,map labels,Typhoon Pathway,,3,2
webp,ffct-35782,text,chemical symbols,Minerals,,0,1
webp,ffct-35795,text,Benguet map labels,Rocks and Minerals,,2,0
webp,ffct-35810,text,epicenter/focus labels,Earthquake Origin,,3,1
webp,ffct-35812,text,danger sign text,Landslide Evacuation,,3,3
webp,ffct-35813,text,air pressure label,ears-and-weather,,0,0
webp,ffct-35831,text,ocean label,typhoons,,2,2
webp,ffct-35840,text,hygrometer readout text,hygrometer,,3,1
webp,ffct-35845,text,warning sign text,Floods and stomach,,0,0
webp,ffct-35853,text,layer labels,density increases toward the core,,0,3
webp,ffct-35884,text,salt farm sign,Minerals,,0,0
webp,ffct-35896,text,Fe/Hemoglobin labels,Soil Iron and Blood,,2,1
webp,ffct-35902,text,Ni and battery labels,Palawan Nickel Laterite,,3,0
webp,ffct-35905,text,Feldspar label,Crust Mineral Abundance,,3,1
webp,ffct-35906,text,magnitude labels,Earthquake Energy,,3,2
webp,ffct-35912,text,signal number sign,Typhoon Signals,,0,0
webp,ffct-35918,text,well sign and labels,Groundwater,,0,3
webp,ffct-35921,text,sand/silt/clay labels,soil sieve,,1,1
webp,ffct-35923,text,wave labels,Earthquake Waves,,1,2
webp,ffct-35924,text,front labels,Weather: Occluded Front,,1,3
webp,ffct-35933,text,sunscreen label,UV and Epidermis,,2,3
webp,ffct-35935,text,radio text,Typhoon Preparedness,,3,0
webp,ffct-35936,text,place name labels,Weather,,3,1
webp,ffct-35939,text,pole labels,magnetic poles slowly move and can reverse,,3,2
webp,ffct-35948,text,front labels,Weather - Occluded Front,,1,0
webp,ffct-35953,text,signal number sign,Typhoons,,1,2
webp,ffct-35957,text,core labels,Earth's Core,,2,1
webp,ffct-35963,text,Masinloc sign,Minerals,,3,2
webp,ffct-35964,off-topic,crescent not gibbous,Lunar Waxing Gibbous,,3,3
webp,ffct-35967,text,altitude and city labels,Baguio City,,0,1
webp,ffct-35969,text,wind name labels,Weather,,0,3
webp,ffct-35976,off-topic,no teeth shown,teeth-and-minerals,,1,2
webp,ffct-35977,off-topic,adobo pot not rocks,rocks and minerals,,1,3
webp,ffct-35983,text,rock sign text,Rock Ages,,2,1
webp,ffct-35990,off-topic,handwashing not eyes,Typhoons and Eyes,,3,0
